------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 03:59PM on December 28, 2018
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.97324441059e+24 34216026218.0 26623910437.0 9.81863493384
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.20875185901 6.15234155125 1.88993805916 -0.252810390866 -2.6824947171 8.04177729086
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   3314   -6.2068551869    1.8898239873   -2.6800444714   -6.2068953890    1.8898617736   -2.6800681096
   3315   -6.2068559311    1.8898241725   -2.6800453116   -6.2068959490    1.8898617966   -2.6800688416
   3316   -6.2068566742    1.8898243570   -2.6800461608   -6.2068965087    1.8898618196   -2.6800695732
   3317   -6.2068574162    1.8898245408   -2.6800469957   -6.2068970681    1.8898618426   -2.6800703043
   3318   -6.2068581571    1.8898247239   -2.6800478370   -6.2068976271    1.8898618656   -2.6800710350
   3319   -6.2068588970    1.8898249064   -2.6800486750   -6.2068981857    1.8898618885   -2.6800717652
   3320   -6.2068596357    1.8898250882   -2.6800495191   -6.2068987441    1.8898619115   -2.6800724950
   3321   -6.2068603733    1.8898252694   -2.6800503519   -6.2068993021    1.8898619344   -2.6800732244
   3322   -6.2068611099    1.8898254499   -2.6800511871   -6.2068998597    1.8898619573   -2.6800739533
   3323   -6.2068618454    1.8898256297   -2.6800520208   -6.2069004171    1.8898619802   -2.6800746818
   3324   -6.2068625798    1.8898258089   -2.6800528568   -6.2069009741    1.8898620031   -2.6800754098
   3325   -6.2068633131    1.8898259874   -2.6800536898   -6.2069015307    1.8898620260   -2.6800761375
   3326   -6.2068640454    1.8898261653   -2.6800545260   -6.2069020870    1.8898620488   -2.6800768646
   3327   -6.2068647765    1.8898263425   -2.6800553568   -6.2069026430    1.8898620717   -2.6800775914
   3328   -6.2068655067    1.8898265191   -2.6800561848   -6.2069031987    1.8898620945   -2.6800783177
   3329   -6.2068662358    1.8898266951   -2.6800570184   -6.2069037540    1.8898621173   -2.6800790435
   3330   -6.2068669638    1.8898268704   -2.6800578410   -6.2069043090    1.8898621401   -2.6800797690
   3331   -6.2068676908    1.8898270450   -2.6800586792   -6.2069048636    1.8898621629   -2.6800804940
   3332   -6.2068684167    1.8898272191   -2.6800594971   -6.2069054180    1.8898621857   -2.6800812185
   3333   -6.2068691416    1.8898273925   -2.6800603201   -6.2069059720    1.8898622085   -2.6800819426
   3334   -6.2068698654    1.8898275652   -2.6800611486   -6.2069065256    1.8898622312   -2.6800826663
   3335   -6.2068705882    1.8898277374   -2.6800619763   -6.2069070789    1.8898622539   -2.6800833896
   3336   -6.2068713099    1.8898279089   -2.6800628024   -6.2069076319    1.8898622767   -2.6800841124
   3337   -6.2068720306    1.8898280798   -2.6800636251   -6.2069081846    1.8898622994   -2.6800848348
   3338   -6.2068727503    1.8898282500   -2.6800644448   -6.2069087369    1.8898623221   -2.6800855567
   3339   -6.2068734689    1.8898284197   -2.6800652711   -6.2069092889    1.8898623448   -2.6800862783
   3340   -6.2068741866    1.8898285887   -2.6800660896   -6.2069098406    1.8898623674   -2.6800869993
   3341   -6.2068749032    1.8898287572   -2.6800669053   -6.2069103919    1.8898623901   -2.6800877200
   3342   -6.2068756188    1.8898289250   -2.6800677322   -6.2069109429    1.8898624127   -2.6800884402
   3343   -6.2068763333    1.8898290922   -2.6800685413   -6.2069114936    1.8898624354   -2.6800891600
   3344   -6.2068770469    1.8898292588   -2.6800693580   -6.2069120440    1.8898624580   -2.6800898794
   3345   -6.2068777594    1.8898294248   -2.6800701793   -6.2069125940    1.8898624806   -2.6800905983
   3346   -6.2068784710    1.8898295902   -2.6800709931   -6.2069131437    1.8898625032   -2.6800913168
   3347   -6.2068791815    1.8898297550   -2.6800718021   -6.2069136930    1.8898625257   -2.6800920349
   3348   -6.2068798910    1.8898299192   -2.6800726226   -6.2069142421    1.8898625483   -2.6800927526
   3349   -6.2068805996    1.8898300828   -2.6800734393   -6.2069147908    1.8898625708   -2.6800934698
   3350   -6.2068813071    1.8898302459   -2.6800742490   -6.2069153391    1.8898625934   -2.6800941866
   3351   -6.2068820137    1.8898304083   -2.6800750613   -6.2069158872    1.8898626159   -2.6800949029
   3352   -6.2068827193    1.8898305701   -2.6800758619   -6.2069164349    1.8898626384   -2.6800956189
   3353   -6.2068834238    1.8898307314   -2.6800766762   -6.2069169823    1.8898626609   -2.6800963344
   3354   -6.2068841275    1.8898308921   -2.6800774887   -6.2069175294    1.8898626834   -2.6800970494
   3355   -6.2068848301    1.8898310522   -2.6800782952   -6.2069180761    1.8898627058   -2.6800977641
   3356   -6.2068855317    1.8898312117   -2.6800791031   -6.2069186226    1.8898627283   -2.6800984783
   3357   -6.2068862324    1.8898313707   -2.6800799105   -6.2069191686    1.8898627507   -2.6800991921
   3358   -6.2068869321    1.8898315290   -2.6800807154   -6.2069197144    1.8898627732   -2.6800999055
   3359   -6.2068876308    1.8898316868   -2.6800815207   -6.2069202599    1.8898627956   -2.6801006185
   3360   -6.2068883286    1.8898318441   -2.6800823244   -6.2069208050    1.8898628180   -2.6801013310
   3361   -6.2068890254    1.8898320008   -2.6800831248   -6.2069213498    1.8898628404   -2.6801020431
   3362   -6.2068897213    1.8898321569   -2.6800839198   -6.2069218942    1.8898628627   -2.6801027548
   3363   -6.2068904162    1.8898323124   -2.6800847329   -6.2069224384    1.8898628851   -2.6801034660
   3364   -6.2068911101    1.8898324674   -2.6800855278   -6.2069229822    1.8898629074   -2.6801041769
   3365   -6.2068918031    1.8898326218   -2.6800863233   -6.2069235257    1.8898629298   -2.6801048873
   3366   -6.2068924951    1.8898327757   -2.6800871289   -6.2069240689    1.8898629521   -2.6801055973
   3367   -6.2068931862    1.8898329290   -2.6800879245   -6.2069246117    1.8898629744   -2.6801063069
   3368   -6.2068938764    1.8898330818   -2.6800887243   -6.2069251543    1.8898629967   -2.6801070160
   3369   -6.2068945656    1.8898332340   -2.6800895194   -6.2069256965    1.8898630190   -2.6801077247
   3370   -6.2068952539    1.8898333857   -2.6800903148   -6.2069262384    1.8898630412   -2.6801084330
   3371   -6.2068959413    1.8898335369   -2.6800911088   -6.2069267799    1.8898630635   -2.6801091409
   3372   -6.2068966277    1.8898336874   -2.6800919063   -6.2069273212    1.8898630857   -2.6801098484
   3373   -6.2068973132    1.8898338375   -2.6800927009   -6.2069278621    1.8898631080   -2.6801105554
   3374   -6.2068979977    1.8898339870   -2.6800934952   -6.2069284027    1.8898631302   -2.6801112621
   3375   -6.2068986814    1.8898341360   -2.6800942828   -6.2069289430    1.8898631524   -2.6801119683
   3376   -6.2068993641    1.8898342844   -2.6800950802   -6.2069294830    1.8898631746   -2.6801126741
   3377   -6.2069000459    1.8898344324   -2.6800958626   -6.2069300226    1.8898631967   -2.6801133794
   3378   -6.2069007268    1.8898345798   -2.6800966624   -6.2069305619    1.8898632189   -2.6801140844
   3379   -6.2069014068    1.8898347266   -2.6800974457   -6.2069311009    1.8898632411   -2.6801147889
   3380   -6.2069020859    1.8898348729   -2.6800982405   -6.2069316396    1.8898632632   -2.6801154930
   3381   -6.2069027641    1.8898350188   -2.6800990196   -6.2069321780    1.8898632853   -2.6801161968
   3382   -6.2069034413    1.8898351641   -2.6800998041   -6.2069327160    1.8898633074   -2.6801169000
   3383   -6.2069041177    1.8898353088   -2.6801005944   -6.2069332538    1.8898633295   -2.6801176029
   3384   -6.2069047932    1.8898354531   -2.6801013817   -6.2069337912    1.8898633516   -2.6801183054
   3385   -6.2069054678    1.8898355968   -2.6801021572   -6.2069343283    1.8898633737   -2.6801190074
   3386   -6.2069061414    1.8898357401   -2.6801029514   -6.2069348650    1.8898633957   -2.6801197090
   3387   -6.2069068142    1.8898358828   -2.6801037230   -6.2069354015    1.8898634178   -2.6801204103
   3388   -6.2069074861    1.8898360250   -2.6801045095   -6.2069359377    1.8898634398   -2.6801211110
   3389   -6.2069081572    1.8898361667   -2.6801052928   -6.2069364735    1.8898634618   -2.6801218114
   3390   -6.2069088273    1.8898363079   -2.6801060732   -6.2069370090    1.8898634838   -2.6801225114
   3391   -6.2069094966    1.8898364486   -2.6801068629   -6.2069375442    1.8898635058   -2.6801232110
   3392   -6.2069101650    1.8898365888   -2.6801076251   -6.2069380791    1.8898635278   -2.6801239101
   3393   -6.2069108325    1.8898367285   -2.6801084158   -6.2069386136    1.8898635498   -2.6801246088
   3394   -6.2069114991    1.8898368677   -2.6801091892   -6.2069391479    1.8898635717   -2.6801253072
   3395   -6.2069121649    1.8898370064   -2.6801099664   -6.2069396818    1.8898635937   -2.6801260051
   3396   -6.2069128298    1.8898371446   -2.6801107410   -6.2069402154    1.8898636156   -2.6801267026
   3397   -6.2069134938    1.8898372823   -2.6801115203   -6.2069407488    1.8898636375   -2.6801273997
   3398   -6.2069141570    1.8898374196   -2.6801122908   -6.2069412817    1.8898636594   -2.6801280964
   3399   -6.2069148193    1.8898375563   -2.6801130622   -6.2069418144    1.8898636813   -2.6801287926
   3400   -6.2069154808    1.8898376926   -2.6801138419   -6.2069423468    1.8898637032   -2.6801294885
   3401   -6.2069161414    1.8898378284   -2.6801146071   -6.2069428788    1.8898637250   -2.6801301839
   3402   -6.2069168011    1.8898379637   -2.6801153859   -6.2069434106    1.8898637469   -2.6801308790
   3403   -6.2069174600    1.8898380985   -2.6801161488   -6.2069439420    1.8898637687   -2.6801315736
   3404   -6.2069181181    1.8898382328   -2.6801169239   -6.2069444731    1.8898637905   -2.6801322678
   3405   -6.2069187753    1.8898383667   -2.6801177023   -6.2069450039    1.8898638123   -2.6801329617
   3406   -6.2069194317    1.8898385001   -2.6801184683   -6.2069455344    1.8898638341   -2.6801336551
   3407   -6.2069200872    1.8898386330   -2.6801192314   -6.2069460646    1.8898638559   -2.6801343481
   3408   -6.2069207419    1.8898387655   -2.6801199945   -6.2069465945    1.8898638777   -2.6801350407
   3409   -6.2069213958    1.8898388974   -2.6801207626   -6.2069471240    1.8898638995   -2.6801357329
   3410   -6.2069220488    1.8898390290   -2.6801215198   -6.2069476533    1.8898639212   -2.6801364246
   3411   -6.2069227011    1.8898391600   -2.6801222944   -6.2069481822    1.8898639430   -2.6801371160
   3412   -6.2069233524    1.8898392906   -2.6801230543   -6.2069487108    1.8898639647   -2.6801378070
   3413   -6.2069240030    1.8898394207   -2.6801238231   -6.2069492392    1.8898639864   -2.6801384976
   3414   -6.2069246527    1.8898395504   -2.6801245850   -6.2069497672    1.8898640081   -2.6801391877
   3415   -6.2069253016    1.8898396796   -2.6801253450   -6.2069502949    1.8898640298   -2.6801398775
   3416   -6.2069259497    1.8898398084   -2.6801261128   -6.2069508223    1.8898640514   -2.6801405668
   3417   -6.2069265970    1.8898399367   -2.6801268749   -6.2069513493    1.8898640731   -2.6801412558
   3418   -6.2069272434    1.8898400646   -2.6801276294   -6.2069518761    1.8898640947   -2.6801419443
   3419   -6.2069278891    1.8898401920   -2.6801283859   -6.2069524026    1.8898641164   -2.6801426325
   3420   -6.2069285340    1.8898403189   -2.6801291449   -6.2069529287    1.8898641380   -2.6801433202
   3421   -6.2069291780    1.8898404454   -2.6801299021   -6.2069534546    1.8898641596   -2.6801440076
   3422   -6.2069298212    1.8898405715   -2.6801306602   -6.2069539801    1.8898641812   -2.6801446945
   3423   -6.2069304637    1.8898406971   -2.6801314196   -6.2069545054    1.8898642028   -2.6801453810
   3424   -6.2069311053    1.8898408223   -2.6801321808   -6.2069550303    1.8898642244   -2.6801460672
   3425   -6.2069317461    1.8898409471   -2.6801329301   -6.2069555549    1.8898642459   -2.6801467529
   3426   -6.2069323862    1.8898410714   -2.6801336844   -6.2069560792    1.8898642675   -2.6801474383
   3427   -6.2069330255    1.8898411952   -2.6801344438   -6.2069566032    1.8898642890   -2.6801481232
   3428   -6.2069336639    1.8898413187   -2.6801351973   -6.2069571269    1.8898643105   -2.6801488077
   3429   -6.2069343016    1.8898414417   -2.6801359475   -6.2069576503    1.8898643320   -2.6801494919
   3430   -6.2069349385    1.8898415642   -2.6801367066   -6.2069581734    1.8898643535   -2.6801501756
   3431   -6.2069355746    1.8898416864   -2.6801374585   -6.2069586962    1.8898643750   -2.6801508590
   3432   -6.2069362099    1.8898418081   -2.6801381989   -6.2069592187    1.8898643965   -2.6801515419
   3433   -6.2069368445    1.8898419294   -2.6801389588   -6.2069597409    1.8898644179   -2.6801522244
   3434   -6.2069374782    1.8898420503   -2.6801397010   -6.2069602628    1.8898644394   -2.6801529066
   3435   -6.2069381112    1.8898421707   -2.6801404493   -6.2069607843    1.8898644608   -2.6801535883
   3436   -6.2069387435    1.8898422908   -2.6801411971   -6.2069613056    1.8898644822   -2.6801542697
   3437   -6.2069393749    1.8898424104   -2.6801419402   -6.2069618266    1.8898645036   -2.6801549506
   3438   -6.2069400056    1.8898425296   -2.6801426906   -6.2069623472    1.8898645250   -2.6801556312
   3439   -6.2069406355    1.8898426483   -2.6801434441   -6.2069628676    1.8898645464   -2.6801563114
   3440   -6.2069412647    1.8898427667   -2.6801441776   -6.2069633876    1.8898645678   -2.6801569911
   3441   -6.2069418931    1.8898428846   -2.6801449266   -6.2069639074    1.8898645891   -2.6801576705
   3442   -6.2069425207    1.8898430022   -2.6801456681   -6.2069644268    1.8898646105   -2.6801583495
   3443   -6.2069431476    1.8898431193   -2.6801464143   -6.2069649460    1.8898646318   -2.6801590281
   3444   -6.2069437737    1.8898432360   -2.6801471631   -6.2069654648    1.8898646531   -2.6801597063
   3445   -6.2069443991    1.8898433524   -2.6801478893   -6.2069659834    1.8898646744   -2.6801603841
   3446   -6.2069450237    1.8898434683   -2.6801486376   -6.2069665016    1.8898646957   -2.6801610615
   3447   -6.2069456476    1.8898435838   -2.6801493781   -6.2069670196    1.8898647170   -2.6801617385
   3448   -6.2069462707    1.8898436989   -2.6801501040   -6.2069675372    1.8898647383   -2.6801624151
   3449   -6.2069468931    1.8898438136   -2.6801508651   -6.2069680546    1.8898647595   -2.6801630913
   3450   -6.2069475148    1.8898439279   -2.6801516008   -6.2069685716    1.8898647808   -2.6801637672
   3451   -6.2069481357    1.8898440418   -2.6801523278   -6.2069690883    1.8898648020   -2.6801644426
   3452   -6.2069487558    1.8898441553   -2.6801530629   -6.2069696048    1.8898648232   -2.6801651177
   3453   -6.2069493753    1.8898442685   -2.6801538066   -6.2069701209    1.8898648445   -2.6801657923
   3454   -6.2069499939    1.8898443812   -2.6801545428   -6.2069706368    1.8898648656   -2.6801664666
   3455   -6.2069506119    1.8898444935   -2.6801552813   -6.2069711523    1.8898648868   -2.6801671405
   3456   -6.2069512291    1.8898446055   -2.6801560131   -6.2069716676    1.8898649080   -2.6801678139
   3457   -6.2069518456    1.8898447171   -2.6801567410   -6.2069721825    1.8898649292   -2.6801684870
   3458   -6.2069524614    1.8898448282   -2.6801574746   -6.2069726972    1.8898649503   -2.6801691598
   3459   -6.2069530765    1.8898449391   -2.6801582097   -6.2069732116    1.8898649715   -2.6801698321
   3460   -6.2069536908    1.8898450495   -2.6801589468   -6.2069737256    1.8898649926   -2.6801705040
   3461   -6.2069543044    1.8898451595   -2.6801596719   -6.2069742394    1.8898650137   -2.6801711756
   3462   -6.2069549173    1.8898452692   -2.6801604021   -6.2069747528    1.8898650348   -2.6801718467
   3463   -6.2069555295    1.8898453785   -2.6801611330   -6.2069752660    1.8898650559   -2.6801725175
   3464   -6.2069561410    1.8898454873   -2.6801618698   -6.2069757789    1.8898650769   -2.6801731879
   3465   -6.2069567517    1.8898455959   -2.6801625914   -6.2069762915    1.8898650980   -2.6801738579
   3466   -6.2069573618    1.8898457040   -2.6801633244   -6.2069768037    1.8898651191   -2.6801745275
   3467   -6.2069579711    1.8898458118   -2.6801640525   -6.2069773157    1.8898651401   -2.6801751967
   3468   -6.2069585797    1.8898459192   -2.6801647739   -6.2069778274    1.8898651611   -2.6801758655
   3469   -6.2069591877    1.8898460263   -2.6801654982   -6.2069783388    1.8898651821   -2.6801765340
   3470   -6.2069597949    1.8898461329   -2.6801662331   -6.2069788499    1.8898652031   -2.6801772020
